subject,hand,comparison,volume_a,volume_b,overlap
34,left,D1_D2,1148,54,12
34,left,D1_D3,1148,82,42
34,left,D1_D4,1148,1253,391
34,left,D1_D5,1148,54,39
34,left,D2_D3,54,82,19
34,left,D2_D4,54,1253,41
34,left,D2_D5,54,54,7
34,left,D3_D4,82,1253,73
34,left,D3_D5,82,54,15
34,left,D4_D5,1253,54,26
34,right,D1_D2,456,866,265
34,right,D1_D3,456,454,138
34,right,D1_D4,456,784,172
34,right,D1_D5,456,702,183
34,right,D2_D3,866,454,219
34,right,D2_D4,866,784,279
34,right,D2_D5,866,702,282
34,right,D3_D4,454,784,307
34,right,D3_D5,454,702,239
34,right,D4_D5,784,702,409
