subject,hand,comparison,distance
34,left,D1_D2,0.007807926
34,left,D1_D3,0.01945603
34,left,D1_D4,-0.01673112
34,left,D1_D5,-0.03999718
34,left,D2_D3,-0.01203655
34,left,D2_D4,-0.0323732
34,left,D2_D5,-0.02032783
34,left,D3_D4,0.03736771
34,left,D3_D5,-0.006171445
34,left,D4_D5,-0.01003393
34,right,D1_D2,-0.05911218
34,right,D1_D3,0.1561923
34,right,D1_D4,-0.06225058
34,right,D1_D5,-0.03257422
34,right,D2_D3,-0.002309034
34,right,D2_D4,-0.01531134
34,right,D2_D5,0.07738978
34,right,D3_D4,0.07632264
34,right,D3_D5,0.01056331
34,right,D4_D5,-0.1101511
