subject,hand,trial,digit,absolute_error
28,left,1,D5,6.4949585937523535
28,left,2,D4,1.776176505727925
28,left,3,D3,6.388659320788885
28,left,4,D5,7.609786352610951
28,left,5,D3,5.699298208096811
28,left,6,D5,5.13140194730147
28,left,7,D4,30.47591700052444
28,left,8,D3,8.319261110605732
28,left,9,D2,1.9480319866290698
28,left,10,D1,1.5687833381154646
28,left,11,D3,6.913512373138769
28,left,12,D2,1.2784769236767053
28,left,13,D4,3.127059488134121
28,left,14,D2,4.601642569177204
28,left,15,D5,3.4297416486077945
28,left,16,D2,1.9480319866290698
28,left,17,D4,9.953858274544954
28,left,18,D1,1.2784769236767053
28,left,19,D5,11.809411940180507
28,left,20,D3,0.9821839863996608
28,left,21,D4,7.022643737213006
28,left,22,D1,2.952083036673909
28,left,23,D5,1.6979995630052276
28,left,24,D3,1.882554788255715
28,left,25,D4,2.4654921108621366
28,left,26,D3,0.6962940302441298
28,left,27,D4,0.6818826121000765
28,left,28,D2,0.4910919931998304
28,left,29,D5,1.6745275727987523
28,left,30,D3,1.3925880604882597
28,left,31,D5,0.7896643211288235
28,left,32,D2,68.23361328640611
28,left,33,D1,1.399371320473731
28,left,34,D2,2.6719353571346773
28,left,35,D2,6.254118976268242
28,left,36,D4,1.9480319866290698
28,left,37,D2,4.939197911871102
28,left,38,D1,1.5452538631346577
28,left,39,D2,1.8801608134330354
28,left,40,D4,2.013142285993559
28,left,41,D4,4.351044306549512
28,left,42,D2,4.751737984246647
28,left,43,D5,2.013142285993559
28,left,44,D3,5.844095959887209
28,left,45,D3,3.233350904158278
28,left,46,D5,2.259070235230361
28,left,47,D1,4.461900441742416
28,left,48,D2,1.2628461048898525
28,left,49,D4,6.896609024606434
28,left,50,D4,11.456692129404537
28,left,51,D5,3.927208743431985
28,left,52,D3,7.09513016012006
28,left,53,D3,2.4554599659991516
28,left,54,D5,5.8118978265856525
28,left,55,D1,5.16298874401546
28,left,56,D4,6.613532814338058
28,left,57,D4,2.6104200457823885
28,left,58,D3,3.973249843389118
28,left,59,D3,2.900696204366341
28,left,60,D4,4.521521009810514
28,left,61,D5,1.1037527593818983
28,left,62,D3,8.02665929619527
28,left,63,D5,4.026284571987118
28,left,64,D5,1.579328642257647
28,left,65,D3,6.333477722221679
28,left,66,D5,5.05138441955941
28,left,67,D2,7.637794752936358
28,left,68,D2,6.425144310096679
28,left,69,D2,5.203604044251268
28,left,70,D2,2.6836968105240357
28,left,71,D4,10.117164765353781
28,left,72,D1,2.005110211152479
28,left,73,D2,5.416978215452038
28,left,74,D5,0.6818826121000765
28,left,75,D5,7.110494158553908
28,left,76,D2,4.7134523587815025
28,left,77,D3,8.613472998549357
28,left,78,D2,9.894935836175879
28,left,79,D5,1.9643679727993215
28,left,80,D4,6.670384789299674
28,left,81,D4,7.854828725859608
28,left,82,D3,4.29533243928012
