subject,hand,comparison,volume_a,volume_b,overlap
50,left,D1_D2,947,251,110
50,left,D1_D3,947,174,42
50,left,D1_D4,947,355,132
50,left,D1_D5,947,957,252
50,left,D2_D3,251,174,43
50,left,D2_D4,251,355,45
50,left,D2_D5,251,957,75
50,left,D3_D4,174,355,41
50,left,D3_D5,174,957,67
50,left,D4_D5,355,957,258
50,right,D1_D2,466,561,148
50,right,D1_D3,466,504,122
50,right,D1_D4,466,315,85
50,right,D1_D5,466,444,92
50,right,D2_D3,561,504,251
50,right,D2_D4,561,315,145
50,right,D2_D5,561,444,196
50,right,D3_D4,504,315,148
50,right,D3_D5,504,444,171
50,right,D4_D5,315,444,174
