subject,hand,comparison,distance
50,left,D1_D2,0.1685788
50,left,D1_D3,0.2393301
50,left,D1_D4,0.2864094
50,left,D1_D5,0.3241524
50,left,D2_D3,0.03417345
50,left,D2_D4,0.08518018
50,left,D2_D5,0.1457238
50,left,D3_D4,0.03787199
50,left,D3_D5,0.1562391
50,left,D4_D5,0.01355054
50,right,D1_D2,0.2521504
50,right,D1_D3,0.3366336
50,right,D1_D4,0.3818618
50,right,D1_D5,0.3620508
50,right,D2_D3,0.1078176
50,right,D2_D4,0.237091
50,right,D2_D5,0.2339511
50,right,D3_D4,0.05874658
50,right,D3_D5,0.1267401
50,right,D4_D5,0.05114159
