subject,hand,comparison,distance
50,left,D1_D2,0.102552
50,left,D1_D3,0.2572073
50,left,D1_D4,0.1769603
50,left,D1_D5,0.1381085
50,left,D2_D3,0.06431993
50,left,D2_D4,0.07358555
50,left,D2_D5,0.09877191
50,left,D3_D4,0.09689437
50,left,D3_D5,0.1201351
50,left,D4_D5,0.05192906
50,right,D1_D2,0.1394548
50,right,D1_D3,0.2494008
50,right,D1_D4,0.295093
50,right,D1_D5,0.2283504
50,right,D2_D3,0.04697485
50,right,D2_D4,0.1678428
50,right,D2_D5,0.1247302
50,right,D3_D4,0.06693247
50,right,D3_D5,0.09230141
50,right,D4_D5,0.0506482
