subject,hand,trial,digit,absolute_error
39,left,1,D3,13.164631746756207
39,left,2,D2,9.71645219206283
39,left,3,D5,3.64655122285518
39,left,4,D2,35.81467309684346
39,left,5,D5,8.759465357526773
39,left,6,D2,29.827878118270377
39,left,7,D1,20.625863714392874
39,left,8,D5,3.0429516877449907
39,left,9,D4,7.315159525175324
39,left,10,D3,30.246674047817468
39,left,11,D4,4.388864837603598
39,left,12,D1,13.94879108214727
39,left,13,D4,6.734013134038219
39,left,14,D5,6.210483188730856
39,left,15,D2,3.243646044439593
39,left,16,D4,2.3689929633864706
39,left,17,D3,5.291280401260416
39,left,18,D3,6.796966489984968
39,left,19,D4,6.2987588303168724
39,left,20,D4,2.0456478363002293
39,left,21,D5,7.303249030118244
39,left,22,D3,6.670384789299674
39,left,23,D3,5.810646361562558
39,left,24,D1,10.377504464694352
39,left,25,D4,2.873066259787029
39,left,26,D4,7.543826223097245
39,left,27,D2,5.298013245033112
39,left,28,D5,5.328529517183776
39,left,29,D1,3.4094130605003823
39,left,30,D2,9.312950456075473
39,left,31,D2,6.271622370600663
39,left,32,D2,7.700174781691156
39,left,33,D3,6.70924202631009
39,left,34,D3,2.6104200457823885
39,left,35,D5,5.236278324575981
39,left,36,D5,3.64655122285518
39,left,37,D2,0.4910919931998304
39,left,38,D5,5.610926143259021
39,left,39,D2,4.861271263730667
39,left,40,D4,7.970312193140795
39,left,41,D3,8.551998160282803
39,left,42,D1,7.095190622933791
39,left,43,D1,8.667263434863738
39,left,44,D4,27.414431114962564
39,left,45,D3,5.547357249439807
39,left,46,D4,1.2784769236767053
39,left,47,D5,4.913084537014566
39,left,48,D2,8.525181201252717
39,left,49,D3,8.856249110021727
39,left,50,D5,6.895868277655412
39,left,51,D5,4.177764181464779
39,left,52,D2,5.203604044251268
39,left,53,D3,6.2666462721971685
39,left,54,D4,4.516129032258064
39,left,55,D2,7.100206670257428
39,left,56,D5,5.488473912222009
39,left,57,D2,2.3125071365117
39,left,58,D3,6.6842585017019545
39,left,59,D1,16.51330747406434
39,left,60,D5,4.2114067203418735
