subject,hand,trial,digit,absolute_error
48,left,1,D4,4.9771377465215965
48,left,2,D4,7.916451738215317
48,left,3,D3,7.061097739631108
48,left,4,D5,6.4949585937523535
48,left,5,D3,8.951586517954947
48,left,6,D5,3.4871386959513915
48,left,7,D4,2.9413839141653075
48,left,8,D2,1.8801608134330354
48,left,9,D1,8.635122119170557
48,left,10,D1,10.301821768248601
48,left,11,D2,9.59480070176174
48,left,12,D3,16.78726143401999
48,left,13,D2,8.113814921540992
48,left,14,D4,4.858226096031415
48,left,15,D2,2.664264758591888
48,left,16,D3,2.2179559816512806
48,left,17,D5,2.6181391622879904
48,left,18,D5,1.776176505727925
48,left,19,D3,5.903896385603802
48,left,20,D4,6.824853891246545
48,left,21,D3,1.7345346814170892
48,left,22,D2,7.704495805515791
48,left,23,D5,5.8732080868504974
48,left,24,D2,1.4503481021831706
48,left,25,D3,8.055106253831834
48,left,26,D4,2.900696204366341
48,left,27,D3,9.526522594268755
48,left,28,D1,9.553781929590778
48,left,29,D4,3.4614453707600243
48,left,30,D5,6.58616869466641
48,left,31,D5,3.818897376468179
48,left,32,D1,2.1712182701007054
48,left,33,D2,1.8434904421418878
48,left,34,D5,5.25626295131314
48,left,35,D4,2.250197629629736
48,left,36,D2,8.805288410970922
48,left,37,D4,4.624370644248432
48,left,38,D5,4.874058211708909
48,left,39,D1,14.788106360279437
48,left,40,D2,4.091295672600459
48,left,41,D3,10.407208088502536
48,left,42,D4,4.773178284700535
48,left,43,D4,1.776176505727925
48,left,44,D2,1.882554788255715
48,left,45,D5,5.026778496350996
48,left,46,D3,3.703020391834747
48,left,47,D1,3.158657284515294
48,left,48,D2,3.0079127231393765
48,left,49,D5,9.860985793300319
48,left,50,D4,5.04061042922762
48,left,51,D3,7.100206670257428
48,left,52,D3,0.6818826121000765
48,left,53,D2,3.0188346353334605
48,left,54,D5,8.088342395853612
48,left,55,D5,7.862232251265283
48,left,56,D3,7.430823446573313
48,left,57,D2,0.6962940302441298
48,left,58,D3,5.95560151072254
48,left,59,D1,15.420459323094038
48,left,60,D2,2.9358437339458128
48,left,61,D4,8.175024022946085
48,left,62,D2,4.858226096031415
48,left,63,D3,10.381422895234623
48,left,64,D4,1.6979995630052276
48,left,65,D3,2.6181391622879904
48,left,66,D2,2.4654921108621366
48,left,67,D4,3.504011454736323
48,left,68,D5,2.2075055187637966
48,left,69,D1,1.2784769236767053
48,left,70,D5,7.131071117446735
48,left,71,D5,4.99037406958181
48,left,72,D4,5.118066867194558
48,left,73,D3,6.843409526396694
48,left,74,D1,7.548113676664171
48,left,75,D2,6.240464783186336
48,left,76,D4,2.8303455093606495
48,left,77,D4,1.5635297440670606
48,left,78,D3,10.18614018853485
48,left,79,D2,0.9821839863996608
48,left,80,D1,6.284841776127072
48,left,81,D5,6.654159971277527
48,left,82,D4,0.4301075268817204
48,left,83,D3,4.069453777372066
48,left,84,D5,2.6719353571346773
48,left,85,D5,3.233350904158278
48,left,86,D2,2.727530448400306
48,left,87,D3,2.85892271938024
48,left,88,D4,5.893103918397965
48,left,89,D5,4.415011037527593
48,left,90,D2,0.8880882528639625
48,right,1,D5,4.820624469533667
48,right,2,D4,0.4910919931998304
48,right,3,D1,16.62474173440312
48,right,4,D4,6.974277391902783
48,right,5,D5,3.562164102496642
48,right,6,D2,4.351044306549512
48,right,7,D5,7.39647633258641
48,right,8,D4,6.275133352461858
48,right,9,D3,3.4871386959513915
48,right,10,D2,4.160877589716406
48,right,11,D3,7.555959614021797
48,right,12,D5,2.164986197917451
48,right,13,D3,2.873066259787029
48,right,14,D3,2.525692209779705
48,right,15,D4,4.706350014346394
48,right,16,D2,3.005695033030837
