subject,hand,comparison,distance
13,left,D1_D2,0.168851
13,left,D1_D3,0.2337413
13,left,D1_D4,0.2745817
13,left,D1_D5,0.2632388
13,left,D2_D3,0.05916059
13,left,D2_D4,0.2557154
13,left,D2_D5,0.3414575
13,left,D3_D4,0.131289
13,left,D3_D5,0.19694
13,left,D4_D5,0.1091469
13,right,D1_D2,0.1120959
13,right,D1_D3,0.17372
13,right,D1_D4,0.2621471
13,right,D1_D5,0.1797238
13,right,D2_D3,0.09731637
13,right,D2_D4,0.1921413
13,right,D2_D5,0.2383819
13,right,D3_D4,0.1368822
13,right,D3_D5,0.1643366
13,right,D4_D5,0.03144238
