subject,hand,comparison,volume_a,volume_b,overlap
54,left,D1_D2,1217,2058,985
54,left,D1_D3,1217,1404,723
54,left,D1_D4,1217,2215,768
54,left,D1_D5,1217,2060,711
54,left,D2_D3,2058,1404,1212
54,left,D2_D4,2058,2215,1410
54,left,D2_D5,2058,2060,1174
54,left,D3_D4,1404,2215,1114
54,left,D3_D5,1404,2060,843
54,left,D4_D5,2215,2060,1595
54,right,D1_D2,1437,1353,812
54,right,D1_D3,1437,1383,726
54,right,D1_D4,1437,1339,626
54,right,D1_D5,1437,1771,727
54,right,D2_D3,1353,1383,918
54,right,D2_D4,1353,1339,830
54,right,D2_D5,1353,1771,881
54,right,D3_D4,1383,1339,972
54,right,D3_D5,1383,1771,1054
54,right,D4_D5,1339,1771,1196
