subject,hand,comparison,distance
54,left,D1_D2,0.1239708
54,left,D1_D3,0.2276401
54,left,D1_D4,0.4492969
54,left,D1_D5,0.531526
54,left,D2_D3,0.09312169
54,left,D2_D4,0.4356874
54,left,D2_D5,0.5228079
54,left,D3_D4,0.1995097
54,left,D3_D5,0.4128118
54,left,D4_D5,0.08348433
54,right,D1_D2,0.2726724
54,right,D1_D3,0.4429545
54,right,D1_D4,0.6584827
54,right,D1_D5,0.7234305
54,right,D2_D3,0.1852069
54,right,D2_D4,0.2908516
54,right,D2_D5,0.469115
54,right,D3_D4,0.07737305
54,right,D3_D5,0.2541799
54,right,D4_D5,0.04624992
