subject,hand,comparison,volume_a,volume_b,overlap
18,left,D1_D2,153,143,0
18,left,D1_D3,153,20,6
18,left,D1_D4,153,262,0
18,left,D1_D5,153,81,1
18,left,D2_D3,143,20,2
18,left,D2_D4,143,262,26
18,left,D2_D5,143,81,3
18,left,D3_D4,20,262,0
18,left,D3_D5,20,81,1
18,left,D4_D5,262,81,29
18,right,D1_D2,260,70,19
18,right,D1_D3,260,57,11
18,right,D1_D4,260,16,0
18,right,D1_D5,260,35,14
18,right,D2_D3,70,57,9
18,right,D2_D4,70,16,1
18,right,D2_D5,70,35,23
18,right,D3_D4,57,16,0
18,right,D3_D5,57,35,13
18,right,D4_D5,16,35,1
