subject,hand,trial,digit,absolute_error
49,left,1,D1,8.56312815744723
49,left,2,D2,5.077262693156732
49,left,3,D5,11.417072725621534
49,left,4,D3,9.691702764637972
49,left,5,D1,5.570352241953039
49,left,6,D2,10.684592202007265
49,left,7,D3,7.053076320279819
49,left,8,D2,1.2903225806451613
49,left,9,D5,2.8303455093606495
49,left,10,D4,4.521521009810514
49,left,11,D4,4.601642569177204
49,left,12,D5,6.236559139784946
49,left,13,D4,4.45617233446797
49,left,14,D5,4.6410901870884915
49,left,15,D3,3.61355630555039
49,left,16,D4,4.091980272258371
49,left,17,D2,2.711149513234841
49,left,18,D3,9.352973499835093
49,left,19,D4,3.293084347333205
49,left,20,D1,5.05138441955941
49,left,21,D3,2.9358437339458128
49,left,22,D4,2.8067774408268122
49,left,23,D3,3.289215829171039
49,left,24,D1,6.434193116919513
49,left,25,D2,2.1618378577408324
49,left,26,D2,2.228086167233985
49,left,27,D2,6.58616869466641
49,left,28,D5,3.6625725691521955
49,left,29,D5,7.6073792193624765
49,left,30,D2,2.525692209779705
49,left,31,D4,3.8884464815253055
49,left,32,D3,4.946236559139785
49,left,33,D5,4.306736499274678
49,left,34,D5,4.913084537014566
49,left,35,D4,3.682476102131186
49,left,36,D3,2.324759130634261
49,left,37,D2,4.849143535702221
49,left,38,D3,2.952083036673909
49,left,39,D3,5.610926143259021
49,left,40,D5,10.569453045017582
49,left,41,D5,8.38635284065562
49,left,42,D2,3.127059488134121
49,left,43,D4,4.306736499274678
49,left,44,D5,4.706350014346394
49,left,45,D2,2.804400699596407
49,left,46,D2,4.690589232201181
49,left,47,D3,3.9967203653104875
49,left,48,D4,4.323675715481665
49,left,49,D3,6.165455053674049
49,left,50,D4,3.927208743431985
49,left,51,D5,3.8772570285265875
49,left,52,D4,5.180139092590037
49,left,53,D1,10.804023850396268
49,left,54,D1,8.856249110021727
49,left,55,D3,6.236559139784946
49,left,56,D5,7.053076320279819
49,left,57,D2,5.823212477456182
49,left,58,D3,0.6163730277155341
49,left,59,D1,6.186492247131808
49,left,60,D3,6.202803528068071
49,left,61,D5,6.865142106614755
49,left,62,D4,3.137566676230929
49,left,63,D5,7.214382038064523
49,left,64,D2,4.751737984246647
49,left,65,D3,2.013142285993559
49,left,66,D5,4.751737984246647
49,left,67,D1,5.708104015034927
49,left,68,D4,2.727530448400306
49,left,69,D4,5.810646361562558
49,left,70,D2,3.850087390845578
49,left,71,D4,5.699298208096811
49,left,72,D2,0.22075055187637968
49,left,73,D3,3.293084347333205
49,left,74,D1,5.951909710163899
49,left,75,D4,1.8434904421418878
49,left,76,D2,5.25626295131314
49,left,77,D4,2.365591397849462
49,left,78,D4,4.99037406958181
49,left,79,D2,2.869757174392936
49,left,80,D5,8.856249110021727
49,left,81,D5,2.664264758591888
49,left,82,D5,5.1819943651555205
49,left,83,D1,4.9447108377212725
49,left,84,D4,3.0429516877449907
49,left,85,D2,4.706350014346394
49,left,86,D3,4.95334526004754
49,left,87,D3,2.164986197917451
49,left,88,D5,8.613472998549357
49,left,89,D3,3.0079127231393765
49,left,90,D2,4.027553126915917
49,right,1,D3,6.866755098915123
49,right,2,D3,4.467333127202153
49,right,3,D2,5.952284224023528
49,right,4,D4,5.05138441955941
49,right,5,D3,6.451612903225806
49,right,6,D4,7.369626805521849
49,right,7,D3,1.3090695811439952
49,right,8,D2,2.8255675824711672
49,right,9,D5,5.902815277870072
49,right,10,D5,2.900696204366341
49,right,11,D1,4.874058211708909
49,right,12,D5,1.9983601826552437
49,right,13,D2,7.226363499607832
49,right,14,D4,1.0935840109430626
49,right,15,D5,3.293084347333205
49,right,16,D2,8.113814921540992
49,right,17,D1,10.167613772097377
49,right,18,D4,5.240179160530583
49,right,19,D5,5.733280719741365
49,right,20,D4,2.2075055187637966
49,right,21,D5,0.8602150537634408
49,right,22,D3,9.036280940921444
49,right,23,D4,5.9104272677049
49,right,24,D1,5.904166073347818
49,right,25,D1,5.399489625136775
49,right,26,D2,4.139341614047034
49,right,27,D5,2.6836968105240357
49,right,28,D4,6.670384789299674
49,right,29,D2,5.5999868589660595
49,right,30,D3,6.615719954729626
49,right,31,D3,5.595753811339996
49,right,32,D2,6.688952133698385
49,right,33,D4,3.127059488134121
49,right,34,D5,2.2490160293010204
49,right,35,D3,3.1943296603944424
49,right,36,D2,6.471198738086164
49,right,37,D4,2.324759130634261
49,right,38,D3,10.650330907107467
49,right,39,D4,3.55235301145585
49,right,40,D1,7.350102458748271
49,right,41,D5,1.6039956316065496
49,right,42,D3,9.411493749288944
49,right,43,D2,3.4094130605003823
