subject,hand,comparison,volume_a,volume_b,overlap
25,left,D1_D2,793,1463,351
25,left,D1_D3,793,1083,283
25,left,D1_D4,793,1076,290
25,left,D1_D5,793,1860,309
25,left,D2_D3,1463,1083,658
25,left,D2_D4,1463,1076,594
25,left,D2_D5,1463,1860,702
25,left,D3_D4,1083,1076,604
25,left,D3_D5,1083,1860,692
25,left,D4_D5,1076,1860,822
25,right,D1_D2,877,1759,457
25,right,D1_D3,877,869,268
25,right,D1_D4,877,1505,302
25,right,D1_D5,877,981,179
25,right,D2_D3,1759,869,629
25,right,D2_D4,1759,1505,936
25,right,D2_D5,1759,981,514
25,right,D3_D4,869,1505,581
25,right,D3_D5,869,981,371
25,right,D4_D5,1505,981,758
