subject,hand,comparison,volume_a,volume_b,overlap
25,left,D1_D2,559,1125,299
25,left,D1_D3,559,705,170
25,left,D1_D4,559,684,157
25,left,D1_D5,559,1179,202
25,left,D2_D3,1125,705,445
25,left,D2_D4,1125,684,385
25,left,D2_D5,1125,1179,485
25,left,D3_D4,705,684,354
25,left,D3_D5,705,1179,435
25,left,D4_D5,684,1179,532
25,right,D1_D2,688,1095,385
25,right,D1_D3,688,324,143
25,right,D1_D4,688,690,213
25,right,D1_D5,688,368,94
25,right,D2_D3,1095,324,248
25,right,D2_D4,1095,690,426
25,right,D2_D5,1095,368,205
25,right,D3_D4,324,690,186
25,right,D3_D5,324,368,99
25,right,D4_D5,690,368,274
