subject,hand,comparison,distance
25,left,D1_D2,0.1418526
25,left,D1_D3,0.3251868
25,left,D1_D4,0.3703578
25,left,D1_D5,0.2821496
25,left,D2_D3,0.1137877
25,left,D2_D4,0.2325327
25,left,D2_D5,0.201005
25,left,D3_D4,0.1235453
25,left,D3_D5,0.1390111
25,left,D4_D5,0.06746061
25,right,D1_D2,0.2374423
25,right,D1_D3,0.263055
25,right,D1_D4,0.4333822
25,right,D1_D5,0.2881213
25,right,D2_D3,0.0644074
25,right,D2_D4,0.187839
25,right,D2_D5,0.1426018
25,right,D3_D4,0.163268
25,right,D3_D5,0.1503889
25,right,D4_D5,0.01550324
