subject,hand,comparison,distance
35,left,D1_D2,0.06473718
35,left,D1_D3,0.08368655
35,left,D1_D4,0.236667
35,left,D1_D5,0.3574252
35,left,D2_D3,-0.04603558
35,left,D2_D4,0.1728053
35,left,D2_D5,0.2903796
35,left,D3_D4,0.09524585
35,left,D3_D5,0.1638435
35,left,D4_D5,0.02171703
35,right,D1_D2,0.2493745
35,right,D1_D3,0.2091856
35,right,D1_D4,0.197205
35,right,D1_D5,0.09358644
35,right,D2_D3,0.07382347
35,right,D2_D4,0.191038
35,right,D2_D5,0.1063933
35,right,D3_D4,0.1155028
35,right,D3_D5,0.1338077
35,right,D4_D5,-0.01497937
