subject,hand,hemisphere,fold,correlation_coefficient
35,left,right,1,0.8103794
35,left,right,2,0.6834143
35,left,right,3,0.6902595
35,left,right,4,0.4872957
35,left,right,5,0.4440798
35,right,left,1,0.6917599
35,right,left,2,0.5989382
35,right,left,3,0.5538492
35,right,left,4,0.5549606
35,right,left,5,0.5489881
