subject,hand,trial,digit,absolute_error
60,left,1,D2,5.026778496350996
60,left,2,D4,1.579328642257647
60,left,3,D3,4.160877589716406
60,left,4,D4,3.562164102496642
60,left,5,D4,2.8303455093606495
60,left,6,D5,3.289215829171039
60,left,7,D3,7.006886801644841
60,left,8,D2,2.1573055970043695
60,left,9,D1,4.451330513030507
60,left,10,D5,0.6962940302441298
60,left,11,D2,1.5635297440670606
60,left,12,D3,1.9852005035741802
60,left,13,D4,3.4094130605003823
60,left,14,D1,4.6410901870884915
60,left,15,D2,1.6745275727987523
60,left,16,D3,2.804400699596407
60,left,17,D5,3.504011454736323
60,left,18,D5,1.363765224200153
60,left,19,D2,1.86666228632202
60,left,20,D3,1.7204301075268815
60,left,21,D2,4.773178284700535
60,left,22,D1,3.969069981706668
60,left,23,D4,2.3452946161005905
60,left,24,D5,3.5768193642956043
60,left,25,D2,2.727530448400306
60,left,26,D3,1.3418484052620179
60,left,27,D4,8.175024022946085
60,left,28,D5,4.933823743756558
60,left,29,D4,2.711149513234841
60,left,30,D2,1.768552922661299
60,left,31,D4,3.9704010071483604
60,left,32,D3,1.0856091350503527
60,left,33,D5,3.137566676230929
60,left,34,D1,3.4614453707600243
60,left,35,D5,2.417246836971951
60,left,36,D3,5.220840091564777
60,left,37,D3,2.9759548550819495
60,left,38,D3,3.908824360167651
60,left,39,D5,4.500395259259472
60,left,40,D1,4.9771377465215965
60,left,41,D2,7.061077488106857
60,left,42,D4,2.6104200457823885
60,left,43,D5,2.7956989247311825
60,left,44,D2,2.4377603790715257
60,left,45,D3,2.3758689921233236
60,left,46,D2,2.1618378577408324
60,left,47,D5,4.753104173800406
60,left,48,D4,1.579328642257647
60,left,49,D4,3.969069981706668
60,left,50,D2,0.7817648720335303
60,left,51,D3,2.417246836971951
60,left,52,D4,5.9104272677049
60,left,53,D5,1.5601466670485378
60,left,54,D1,3.6775805711236162
60,left,55,D3,1.86666228632202
60,left,56,D2,0.48344936739439015
60,left,57,D1,1.86666228632202
60,left,58,D1,3.7154117232866564
60,left,59,D5,2.150537634408602
60,left,60,D5,5.166008962450447
60,left,61,D3,2.250197629629736
60,left,62,D5,3.289215829171039
60,left,63,D2,2.5900695462950183
60,left,64,D2,0.8880882528639625
60,left,65,D2,2.5900695462950183
60,left,66,D5,3.927208743431985
60,left,67,D3,2.6481354985235046
60,left,68,D4,11.993655065822766
60,left,69,D4,1.7060222890648526
60,left,70,D4,9.128855063234973
60,left,71,D3,1.9852005035741802
60,left,72,D4,1.8801608134330354
60,left,73,D4,5.591397849462365
60,left,74,D5,5.13140194730147
60,left,75,D4,8.005833546876657
60,left,76,D2,5.3808741425025115
60,left,77,D2,3.6869808842837757
60,left,78,D5,3.867594939155121
60,left,79,D5,3.55235301145585
60,left,80,D3,3.384145571760731
60,left,81,D1,3.4297416486077945
60,left,82,D4,3.306766407169029
60,left,83,D1,1.7452366131253993
60,left,84,D2,2.365591397849462
60,left,85,D3,3.2066964158115026
60,left,86,D3,9.75007764326026
60,left,87,D5,2.62813147565657
60,left,88,D3,4.088104650680123
60,left,89,D2,0.6818826121000765
60,left,90,D4,4.9771377465215965
60,right,1,D5,3.504011454736323
60,right,2,D1,21.54217784663073
60,right,3,D5,4.060108202005319
60,right,4,D2,3.61355630555039
60,right,5,D1,6.0394268579806765
60,right,6,D2,3.0079127231393765
60,right,7,D5,3.0818651385776707
60,right,8,D4,1.7345346814170892
60,right,9,D3,4.109804735874062
60,right,10,D3,3.440860215053763
60,right,11,D4,3.0818651385776707
60,right,12,D5,2.8255675824711672
60,right,13,D4,0.8830022075055187
60,right,14,D2,5.6135548816536245
60,right,15,D3,3.760321626866071
60,right,16,D4,6.007584330621265
60,right,17,D3,2.1573055970043695
60,right,18,D2,3.306766407169029
60,right,19,D5,0.8602150537634408
60,right,20,D5,0.4910919931998304
60,right,21,D4,3.2066964158115026
60,right,22,D3,6.485513573222497
60,right,23,D2,4.537658499779271
60,right,24,D4,3.9483216056441175
60,right,25,D5,4.2114067203418735
60,right,26,D3,2.3689929633864706
60,right,27,D1,1.5409325692888354
60,right,28,D4,3.8960639732581397
60,right,29,D2,4.834493673943902
60,right,30,D2,1.8801608134330354
60,right,31,D3,2.6104200457823885
60,right,32,D2,4.861271263730667
60,right,33,D3,2.2998508007919374
60,right,34,D4,1.5214758438724953
60,right,35,D1,1.579328642257647
60,right,36,D5,3.8394328113261342
60,right,37,D4,3.973249843389118
60,right,38,D3,2.512500872662847
60,right,39,D4,1.6446079145855195
60,right,40,D1,0.8830022075055187
60,right,41,D5,3.2807520328291875
60,right,42,D3,5.810646361562558
60,right,43,D3,3.703020391834747
60,right,44,D2,4.314611194008739
60,right,45,D5,1.9480319866290698
60,right,46,D2,2.952083036673909
60,right,47,D4,3.818897376468179
60,right,48,D5,3.867594939155121
60,right,49,D2,0.6962940302441298
60,right,50,D3,2.3758689921233236
60,right,51,D2,4.306736499274678
60,right,52,D5,2.5250179326173097
60,right,53,D4,0.8602150537634408
60,right,54,D1,2.3758689921233236
60,right,55,D3,3.293084347333205
60,right,56,D5,2.1953895648888038
60,right,57,D2,0.662251655629139
60,right,58,D3,2.782729543244586
60,right,59,D2,2.4654921108621366
60,right,60,D2,0.6451612903225806
60,right,61,D3,2.3125071365117
60,right,62,D5,2.1712182701007054
60,right,63,D4,0.3081865138577671
60,right,64,D4,2.901809560370914
60,right,65,D5,1.399371320473731
60,right,66,D1,2.6836968105240357
60,right,67,D3,1.0935840109430626
60,right,68,D1,1.817625945710169
60,right,69,D4,3.2066964158115026
60,right,70,D4,4.913084537014566
60,right,71,D2,3.235599369043082
60,right,72,D5,1.6745275727987523
60,right,73,D4,0.9245595415733012
60,right,74,D2,2.900696204366341
60,right,75,D4,8.256698570033917
60,right,76,D4,4.951160157490839
60,right,77,D4,4.0252529626035
60,right,78,D1,1.0976947824444019
60,right,79,D2,2.711149513234841
60,right,80,D5,1.1037527593818983
60,right,81,D5,1.882554788255715
60,right,82,D1,3.1202933340970755
60,right,83,D3,3.73332457264404
60,right,84,D2,4.109804735874062
60,right,85,D3,1.86666228632202
60,right,86,D3,3.537105845322598
60,right,87,D3,1.6039956316065496
60,right,88,D5,4.869579841067865
60,right,89,D5,3.293084347333205
60,right,90,D2,7.294326754024454
