subject,hand,comparison,volume_a,volume_b,overlap
64,left,D1_D2,495,775,236
64,left,D1_D3,495,954,199
64,left,D1_D4,495,540,101
64,left,D1_D5,495,1014,171
64,left,D2_D3,775,954,381
64,left,D2_D4,775,540,162
64,left,D2_D5,775,1014,321
64,left,D3_D4,954,540,348
64,left,D3_D5,954,1014,564
64,left,D4_D5,540,1014,403
64,right,D1_D2,1122,1296,623
64,right,D1_D3,1122,1011,524
64,right,D1_D4,1122,1030,445
64,right,D1_D5,1122,612,214
64,right,D2_D3,1296,1011,629
64,right,D2_D4,1296,1030,596
64,right,D2_D5,1296,612,306
64,right,D3_D4,1011,1030,576
64,right,D3_D5,1011,612,331
64,right,D4_D5,1030,612,372
