subject,hand,comparison,volume_a,volume_b,overlap
64,left,D1_D2,516,824,294
64,left,D1_D3,516,776,215
64,left,D1_D4,516,315,96
64,left,D1_D5,516,683,142
64,left,D2_D3,824,776,422
64,left,D2_D4,824,315,158
64,left,D2_D5,824,683,300
64,left,D3_D4,776,315,207
64,left,D3_D5,776,683,391
64,left,D4_D5,315,683,243
64,right,D1_D2,480,781,281
64,right,D1_D3,480,286,113
64,right,D1_D4,480,322,68
64,right,D1_D5,480,176,16
64,right,D2_D3,781,286,172
64,right,D2_D4,781,322,123
64,right,D2_D5,781,176,39
64,right,D3_D4,286,322,60
64,right,D3_D5,286,176,29
64,right,D4_D5,322,176,71
