subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
64,left,D1,7389,-3.733,-0.6958,-0.2445,-0.2008,0.167,1.163,0.3848,145,105,115,-55,-21,43
64,left,D1,8264,-1.638,-0.4,0.06002,0.02103,0.5052,4.13,0.4344,36,114,123,54,-12,51
64,left,D2,7389,-3.237,-0.8009,-0.2791,-0.2588,0.2158,1.422,0.4282,148,106,113,-58,-20,41
64,left,D2,8264,-1.352,-0.4136,0.08675,0.004569,0.6445,4.596,0.4949,38,109,136,52,-17,64
64,left,D3,7389,-1.81,-0.3359,0.05443,0.05066,0.4521,2.721,0.34,147,116,116,-57,-10,44
64,left,D3,8264,-1.139,-0.2449,0.212,0.1558,0.7245,3.974,0.4187,36,114,123,54,-12,51
64,left,D4,7389,-4.528,-1.015,-0.446,-0.3974,0.08088,0.9739,0.4862,147,104,115,-57,-22,43
64,left,D4,8264,-1.856,-0.5479,-0.006457,-0.02254,0.521,3.462,0.4625,36,114,123,54,-12,51
64,left,D5,7389,-3.27,-0.6871,-0.1881,-0.1831,0.3317,1.441,0.4598,149,108,113,-59,-18,41
64,left,D5,8264,-2.089,-0.3761,0.1239,0.08408,0.6994,3.816,0.4746,36,114,123,54,-12,51
64,right,D1,7389,-1.256,-0.258,0.2636,0.1823,0.8791,6.234,0.5016,128,99,145,-38,-27,73
64,right,D1,8264,-2.465,-0.461,-0.07647,-0.08121,0.3197,2.23,0.3492,44,119,135,46,-7,63
64,right,D2,7389,-0.9061,-0.1411,0.3547,0.2431,1.009,4.102,0.5196,129,100,145,-39,-26,73
64,right,D2,8264,-3.109,-0.5364,-0.1568,-0.1413,0.2365,1.46,0.3559,39,111,118,51,-15,46
64,right,D3,7389,-1.36,-0.2704,0.2219,0.1441,0.839,4.048,0.4735,129,100,145,-39,-26,73
64,right,D3,8264,-4.101,-0.7658,-0.25,-0.2069,0.2333,1.212,0.439,39,111,118,51,-15,46
64,right,D4,7389,-1.019,-0.2567,0.2705,0.1783,0.8743,4.975,0.536,129,100,145,-39,-26,73
64,right,D4,8264,-4.333,-0.6025,-0.1755,-0.1697,0.2779,1.676,0.4178,36,91,132,54,-35,60
64,right,D5,7389,-0.8774,-0.2838,0.1688,0.1224,0.6441,4.316,0.4137,129,100,145,-39,-26,73
64,right,D5,8264,-4.747,-0.6347,-0.2044,-0.1736,0.2025,1.195,0.3752,38,111,118,52,-15,46
