subject,hand,comparison,distance
64,left,D1_D2,0.1207007
64,left,D1_D3,0.2023752
64,left,D1_D4,0.3365092
64,left,D1_D5,0.3786173
64,left,D2_D3,0.1152617
64,left,D2_D4,0.2670288
64,left,D2_D5,0.3295953
64,left,D3_D4,0.04491684
64,left,D3_D5,0.1127209
64,left,D4_D5,0.007752766
64,right,D1_D2,0.1136655
64,right,D1_D3,0.1094734
64,right,D1_D4,0.2247971
64,right,D1_D5,0.1783842
64,right,D2_D3,0.02644365
64,right,D2_D4,0.1433751
64,right,D2_D5,0.1868318
64,right,D3_D4,0.04237344
64,right,D3_D5,0.0955849
64,right,D4_D5,0.03237566
