subject,hand,comparison,distance
46,left,D1_D2,0.1977404
46,left,D1_D3,0.1784988
46,left,D1_D4,0.2991593
46,left,D1_D5,0.3495036
46,left,D2_D3,-0.003153172
46,left,D2_D4,-0.0298687
46,left,D2_D5,0.1600399
46,left,D3_D4,0.0272186
46,left,D3_D5,0.1063926
46,left,D4_D5,0.009437815
46,right,D1_D2,0.4364086
46,right,D1_D3,0.6996918
46,right,D1_D4,0.5828697
46,right,D1_D5,0.7010194
46,right,D2_D3,0.122151
46,right,D2_D4,0.225708
46,right,D2_D5,0.3228311
46,right,D3_D4,0.02695525
46,right,D3_D5,0.2464914
46,right,D4_D5,0.03371123
