subject,hand,comparison,volume_a,volume_b,overlap
46,left,D1_D2,1099,198,128
46,left,D1_D3,1099,941,441
46,left,D1_D4,1099,679,349
46,left,D1_D5,1099,932,366
46,left,D2_D3,198,941,131
46,left,D2_D4,198,679,78
46,left,D2_D5,198,932,117
46,left,D3_D4,941,679,360
46,left,D3_D5,941,932,540
46,left,D4_D5,679,932,435
46,right,D1_D2,762,1583,639
46,right,D1_D3,762,778,367
46,right,D1_D4,762,613,343
46,right,D1_D5,762,238,93
46,right,D2_D3,1583,778,643
46,right,D2_D4,1583,613,517
46,right,D2_D5,1583,238,160
46,right,D3_D4,778,613,386
46,right,D3_D5,778,238,121
46,right,D4_D5,613,238,148
