subject,hand,comparison,distance
46,left,D1_D2,-0.01348129
46,left,D1_D3,-0.1745144
46,left,D1_D4,0.03673526
46,left,D1_D5,-0.2716396
46,left,D2_D3,-0.09223425
46,left,D2_D4,-0.2623689
46,left,D2_D5,-0.06435613
46,left,D3_D4,-0.1327961
46,left,D3_D5,-0.0390751
46,left,D4_D5,-0.2330678
46,right,D1_D2,0.3572043
46,right,D1_D3,0.5263779
46,right,D1_D4,0.4054195
46,right,D1_D5,0.4065231
46,right,D2_D3,0.1628882
46,right,D2_D4,0.2308494
46,right,D2_D5,0.2920914
46,right,D3_D4,0.05316628
46,right,D3_D5,0.3175436
46,right,D4_D5,-0.02836895
