subject,hand,comparison,distance
60,left,D1_D2,0.09149746
60,left,D1_D3,0.2839535
60,left,D1_D4,0.2124217
60,left,D1_D5,0.1727932
60,left,D2_D3,0.1111368
60,left,D2_D4,0.1228861
60,left,D2_D5,0.1591772
60,left,D3_D4,0.05519497
60,left,D3_D5,0.1049317
60,left,D4_D5,0.0210806
60,right,D1_D2,0.1101908
60,right,D1_D3,0.1602345
60,right,D1_D4,0.139555
60,right,D1_D5,0.1372856
60,right,D2_D3,0.02501957
60,right,D2_D4,0.09789502
60,right,D2_D5,0.08650609
60,right,D3_D4,0.02445984
60,right,D3_D5,0.05089024
60,right,D4_D5,0.01691732
