subject,hand,comparison,volume_a,volume_b,overlap
60,left,D1_D2,2153,1235,977
60,left,D1_D3,2153,2369,1463
60,left,D1_D4,2153,1829,1277
60,left,D1_D5,2153,881,598
60,left,D2_D3,1235,2369,1021
60,left,D2_D4,1235,1829,929
60,left,D2_D5,1235,881,497
60,left,D3_D4,2369,1829,1542
60,left,D3_D5,2369,881,779
60,left,D4_D5,1829,881,757
60,right,D1_D2,905,1143,614
60,right,D1_D3,905,1087,498
60,right,D1_D4,905,585,287
60,right,D1_D5,905,976,428
60,right,D2_D3,1143,1087,770
60,right,D2_D4,1143,585,384
60,right,D2_D5,1143,976,595
60,right,D3_D4,1087,585,427
60,right,D3_D5,1087,976,658
60,right,D4_D5,585,976,389
