subject,hand,comparison,distance
60,left,D1_D2,0.09990846
60,left,D1_D3,0.2599401
60,left,D1_D4,0.2012285
60,left,D1_D5,0.1849227
60,left,D2_D3,0.08654163
60,left,D2_D4,0.1049
60,left,D2_D5,0.1190329
60,left,D3_D4,0.02594712
60,left,D3_D5,0.0831282
60,left,D4_D5,0.02531461
60,right,D1_D2,0.1492197
60,right,D1_D3,0.221631
60,right,D1_D4,0.229217
60,right,D1_D5,0.238322
60,right,D2_D3,0.01479625
60,right,D2_D4,0.08853953
60,right,D2_D5,0.09783666
60,right,D3_D4,0.03560248
60,right,D3_D5,0.09098577
60,right,D4_D5,0.02017426
