subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
32,left,D1,7118,-2.144,-0.4451,-0.07512,-0.05508,0.2759,1.107,0.3038,137,87,130,-47,-39,58
32,left,D1,7759,-2.197,-0.2915,0.1897,0.1109,0.7717,3.421,0.4526,24,113,114,66,-13,42
32,left,D2,7118,-0.9187,-0.2748,0.0167,0.005394,0.3202,1.414,0.2526,134,101,137,-44,-25,65
32,left,D2,7759,-1.187,-0.2221,0.2211,0.1454,0.7397,3.913,0.4434,24,113,114,66,-13,42
32,left,D3,7118,-1.918,-0.2935,0.02408,0.02271,0.3479,1.265,0.2821,151,113,117,-61,-13,45
32,left,D3,7759,-2.324,-0.1879,0.3697,0.2446,1.075,4.769,0.5949,38,106,134,52,-20,62
32,left,D4,7118,-1.171,-0.276,0.02193,0.01011,0.33,1.416,0.2579,142,97,132,-52,-29,60
32,left,D4,7759,-0.9415,-0.2214,0.3192,0.1901,0.9794,5.575,0.5953,38,106,134,52,-20,62
32,left,D5,7118,-2.439,-0.4804,-0.1516,-0.1478,0.193,1.125,0.2957,153,109,117,-63,-17,45
32,left,D5,7759,-1.529,-0.2978,0.2264,0.1279,0.8622,3.946,0.5314,41,98,134,49,-28,62
32,right,D1,7118,-0.9356,-0.07413,0.6742,0.4879,1.504,8.927,0.8794,135,102,137,-45,-24,65
32,right,D1,7759,-1.859,-0.3117,0.07118,0.05079,0.4532,2.595,0.3521,23,109,112,67,-17,40
32,right,D2,7118,-0.7098,-0.1076,0.6573,0.3904,1.624,8.964,0.987,133,96,140,-43,-30,68
32,right,D2,7759,-2.03,-0.4962,-0.1097,-0.1155,0.2828,1.907,0.3419,24,113,114,66,-13,42
32,right,D3,7118,-0.7786,-0.1089,0.6468,0.4203,1.519,8.163,0.9448,133,96,140,-43,-30,68
32,right,D3,7759,-1.035,-0.3503,-0.02202,-0.03726,0.3082,1.497,0.2699,23,113,112,67,-13,40
32,right,D4,7118,-1.129,-0.06437,0.5624,0.3414,1.356,9.103,0.8282,133,96,140,-43,-30,68
32,right,D4,7759,-1.744,-0.2225,0.087,0.0742,0.4012,1.848,0.279,23,109,112,67,-17,40
32,right,D5,7118,-0.8162,-0.2168,0.4302,0.2355,1.227,8.304,0.7823,133,96,140,-43,-30,68
32,right,D5,7759,-2.634,-0.4799,-0.1174,-0.1121,0.2643,1.726,0.3376,23,109,112,67,-17,40
