subject,hand,comparison,distance
32,left,D1_D2,0.1431467
32,left,D1_D3,0.2670414
32,left,D1_D4,0.3288703
32,left,D1_D5,0.2768569
32,left,D2_D3,0.07334141
32,left,D2_D4,0.1725581
32,left,D2_D5,0.160382
32,left,D3_D4,0.06744094
32,left,D3_D5,0.1194494
32,left,D4_D5,0.02018797
32,right,D1_D2,0.2889696
32,right,D1_D3,0.2876106
32,right,D1_D4,0.4175968
32,right,D1_D5,0.4979349
32,right,D2_D3,0.01078709
32,right,D2_D4,0.1371894
32,right,D2_D5,0.2122743
32,right,D3_D4,0.1480438
32,right,D3_D5,0.2281713
32,right,D4_D5,0.0613069
