subject,hand,comparison,volume_a,volume_b,overlap
32,left,D1_D2,351,347,85
32,left,D1_D3,351,1063,112
32,left,D1_D4,351,800,71
32,left,D1_D5,351,724,72
32,left,D2_D3,347,1063,192
32,left,D2_D4,347,800,152
32,left,D2_D5,347,724,151
32,left,D3_D4,1063,800,592
32,left,D3_D5,1063,724,529
32,left,D4_D5,800,724,502
32,right,D1_D2,2238,1901,1359
32,right,D1_D3,2238,1970,1405
32,right,D1_D4,2238,1589,1035
32,right,D1_D5,2238,1212,775
32,right,D2_D3,1901,1970,1576
32,right,D2_D4,1901,1589,1239
32,right,D2_D5,1901,1212,1037
32,right,D3_D4,1970,1589,1193
32,right,D3_D5,1970,1212,982
32,right,D4_D5,1589,1212,1005
