subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
56,left,D1,6592,-3.339,-0.4483,0.007454,-0.06496,0.4605,6.059,0.5725,145,106,122,-55,-20,50
56,left,D1,7368,-1.736,-0.1457,0.4922,0.2715,1.247,9.881,0.9123,34,117,126,56,-9,54
56,left,D2,6592,-1.786,-0.3704,-0.03518,-0.05545,0.2946,2.231,0.318,145,107,122,-55,-19,50
56,left,D2,7368,-1.037,-0.2081,0.4192,0.163,1.293,8.937,0.8807,48,103,143,42,-23,71
56,left,D3,6592,-1.844,-0.3776,-0.05685,-0.08924,0.2591,2.015,0.3163,144,107,121,-54,-19,49
56,left,D3,7368,-0.8217,-0.1344,0.4941,0.2204,1.344,10.29,0.9349,47,103,142,43,-23,70
56,left,D4,6592,-1.72,-0.3091,0.00354,-0.02042,0.3038,2.614,0.2983,145,106,122,-55,-20,50
56,left,D4,7368,-0.7492,-0.1976,0.3969,0.1714,1.12,9.566,0.8413,47,103,142,43,-23,70
56,left,D5,6592,-1.561,-0.4343,0.003407,-0.07107,0.4988,4.484,0.4619,145,106,122,-55,-20,50
56,left,D5,7368,-0.8934,-0.1613,0.5096,0.2759,1.321,11.22,0.9752,48,103,143,42,-23,71
56,right,D1,6592,-2.039,-0.2708,0.3425,0.1378,1.121,9.69,0.8583,143,109,128,-53,-17,56
56,right,D1,7368,-2.945,-0.619,-0.1814,-0.1878,0.2678,2.391,0.4309,31,121,118,59,-5,46
56,right,D2,6592,-1.918,-0.3182,0.3233,0.0766,1.226,9.541,0.8678,138,101,139,-48,-25,67
56,right,D2,7368,-1.337,-0.3517,-0.08032,-0.1019,0.2044,1.829,0.2544,34,117,127,56,-9,55
56,right,D3,6592,-1.494,-0.2169,0.3882,0.1636,1.214,13.76,0.832,138,101,139,-48,-25,67
56,right,D3,7368,-1.704,-0.4208,-0.0961,-0.1014,0.2256,1.733,0.2952,31,121,118,59,-5,46
56,right,D4,6592,-1.794,-0.408,0.3136,0.1112,1.246,11.95,0.8448,138,101,139,-48,-25,67
56,right,D4,7368,-2.181,-0.5409,-0.1729,-0.1954,0.2079,2.611,0.3709,50,118,140,40,-8,68
56,right,D5,6592,-1.712,-0.2226,0.3022,0.1389,0.9844,7.591,0.6859,146,112,124,-56,-14,52
56,right,D5,7368,-1.32,-0.3599,-0.06765,-0.07819,0.2202,1.826,0.2692,54,117,143,36,-9,71
