subject,hand,digit,hemisphere,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
45,left,D1,left,8687,-3.635,-0.5067,-0.1055,-0.1145,0.2482,93.18,1.073,145,101,131,-55,-25,59
45,left,D1,right,8116,-1.836,-0.1559,0.3431,0.2608,0.8444,77.74,1.011,44,95,138,46,-31,66
45,left,D2,left,8687,-4.519,-0.5753,-0.2079,-0.1991,0.1603,21.33,0.4432,145,101,131,-55,-25,59
45,left,D2,right,8116,-1.35,-0.2158,0.279,0.1788,0.7748,82.7,1.079,44,95,138,46,-31,66
45,left,D3,left,8687,-2.955,-0.5366,-0.1349,-0.1593,0.2714,21.69,0.4487,145,101,131,-55,-25,59
45,left,D3,right,8116,-2.868,-0.3002,0.4074,0.2868,0.9839,323.3,3.656,44,95,138,46,-31,66
45,left,D4,left,8687,-31.24,-0.7048,-0.2947,-0.2637,0.1158,2.055,0.5252,139,87,134,-49,-39,62
45,left,D4,right,8116,-2.565,-0.3232,0.3124,0.1643,1.019,158.4,1.876,44,95,138,46,-31,66
45,left,D5,left,8687,-81.46,-0.6566,-0.2259,-0.2282,0.2263,2.601,0.9689,151,109,118,-61,-17,46
45,left,D5,right,8116,-1.395,-0.322,0.4285,0.2376,1.142,333.4,3.788,44,95,138,46,-31,66
45,right,D1,left,8687,-1.184,-0.08273,0.4468,0.3246,1.103,6.284,0.5746,146,110,126,-56,-16,54
45,right,D1,right,8116,-2.583,-0.1934,0.1388,0.104,0.4946,5.368,0.3442,39,96,133,51,-30,61
45,right,D2,left,8687,-1.173,-0.05358,0.4777,0.363,1.105,6.826,0.5792,146,110,126,-56,-16,54
45,right,D2,right,8116,-3.166,-0.3632,0.01618,-0.03356,0.4353,4.788,0.4236,39,96,133,51,-30,61
45,right,D3,left,8687,-3.616,-0.3817,0.2341,0.1413,0.9209,5.194,0.6269,148,107,116,-58,-19,44
45,right,D3,right,8116,-3.81,-0.7748,-0.2289,-0.2713,0.3638,5.838,0.5203,39,96,133,51,-30,61
45,right,D4,left,8687,-2.631,-0.4001,0.198,0.09617,0.9109,4.669,0.5923,136,102,138,-46,-24,66
45,right,D4,right,8116,-5.991,-0.9959,-0.4509,-0.4476,0.09722,3.823,0.5269,47,97,141,43,-29,69
45,right,D5,left,8687,-1.16,-0.2363,0.3989,0.2954,1.154,5.052,0.6172,127,105,140,-37,-21,68
45,right,D5,right,8116,-7.251,-0.8944,-0.3387,-0.303,0.2407,1.819,0.5701,39,97,133,51,-29,61
