subject,hand,comparison,volume_a,volume_b,overlap
21,left,D1_D2,3599,2748,2298
21,left,D1_D3,3599,3958,3011
21,left,D1_D4,3599,3961,2920
21,left,D1_D5,3599,2939,2095
21,left,D2_D3,2748,3958,2520
21,left,D2_D4,2748,3961,2608
21,left,D2_D5,2748,2939,2094
21,left,D3_D4,3958,3961,3197
21,left,D3_D5,3958,2939,2517
21,left,D4_D5,3961,2939,2604
21,right,D1_D2,1025,1069,534
21,right,D1_D3,1025,2245,669
21,right,D1_D4,1025,1172,552
21,right,D1_D5,1025,1496,408
21,right,D2_D3,1069,2245,865
21,right,D2_D4,1069,1172,711
21,right,D2_D5,1069,1496,609
21,right,D3_D4,2245,1172,951
21,right,D3_D5,2245,1496,1136
21,right,D4_D5,1172,1496,780
