subject,hand,hemisphere,fold,correlation_coefficient
21,left,right,1,0.8224193
21,left,right,2,0.4199444
21,left,right,3,0.5239937
21,left,right,4,0.678082
21,left,right,5,0.7584994
21,right,left,1,0.8795236
21,right,left,2,0.4197077
21,right,left,3,0.2500374
21,right,left,4,0.3147925
21,right,left,5,0.4492719
