subject,hand,trial,digit,absolute_error
26,left,1,D5,4.946236559139785
26,left,2,D1,9.291617476644161
26,left,3,D5,6.015349010538673
26,left,4,D2,6.336368818422279
26,left,5,D2,6.466701808316556
26,left,6,D3,9.953858274544954
26,left,7,D1,8.020440844609915
26,left,8,D4,8.864473957300994
26,left,9,D3,9.90669052009508
26,left,10,D3,10.170154957306313
26,left,11,D4,5.995080547965731
26,left,12,D5,0.8880882528639625
26,left,13,D4,3.7154117232866564
26,left,14,D2,5.166008962450447
26,left,15,D4,8.420332322480437
26,left,16,D5,12.477562615433703
26,left,17,D3,10.04887038376565
26,left,18,D2,4.9771377465215965
26,left,19,D2,5.951909710163899
26,left,20,D3,5.5999868589660595
26,left,21,D1,8.265771690370148
26,left,22,D5,6.969673323191158
26,left,23,D4,5.413521773442529
26,left,24,D5,1.6979995630052276
26,left,25,D2,3.3182343958434393
26,left,26,D2,2.47667263002377
26,left,27,D5,10.78802696433615
26,left,28,D3,12.07464260688842
26,left,29,D2,4.543431196887412
26,left,30,D4,6.670320475854077
26,left,31,D5,2.4282560706401766
26,left,32,D1,5.832366081197349
26,left,33,D4,7.364952204262372
26,left,34,D3,7.85441748686397
26,left,35,D4,5.95560151072254
26,left,36,D3,6.545369752923587
26,left,37,D1,3.306766407169029
26,left,38,D2,2.1712182701007054
26,left,39,D3,8.819967261450234
26,left,40,D2,4.160877589716406
26,left,41,D4,12.275940816775114
26,left,42,D5,3.73332457264404
26,left,43,D1,7.366379897997456
26,left,44,D3,12.455248945603389
26,left,45,D4,7.741935483870967
26,left,46,D4,4.849143535702221
26,left,47,D2,1.5409325692888354
26,left,48,D3,5.660691018721299
26,left,49,D5,2.8255675824711672
26,left,50,D5,3.6775805711236162
26,left,51,D5,5.3808741425025115
26,left,52,D3,6.922890741520049
26,left,53,D2,6.545369752923587
26,left,54,D4,3.7885383146695575
26,left,55,D4,7.348175450448551
26,left,56,D2,3.6625725691521955
26,left,57,D4,4.751737984246647
26,left,58,D5,4.753104173800406
26,left,59,D3,8.901765247855659
26,left,60,D3,2.711149513234841
26,left,61,D4,10.167613772097377
26,left,62,D2,2.9277990736147808
26,left,63,D5,4.815375757204679
26,left,64,D1,2.6719353571346773
26,left,65,D1,4.243589767169519
26,left,66,D2,6.487292088879186
26,left,67,D4,5.823212477456182
26,left,68,D3,21.308625682722685
26,left,69,D5,9.772361216352262
26,left,70,D5,1.768552922661299
26,left,71,D3,7.515749525199087
26,left,72,D2,3.504011454736323
26,left,73,D1,2.782729543244586
26,left,74,D4,9.687485153228454
26,left,75,D2,5.1819943651555205
26,left,76,D2,6.286603661390946
