subject,hand,comparison,distance
15,left,D1_D2,0.3252153
15,left,D1_D3,0.3365278
15,left,D1_D4,0.4575395
15,left,D1_D5,0.4251449
15,left,D2_D3,0.1865467
15,left,D2_D4,0.2928163
15,left,D2_D5,0.3441119
15,left,D3_D4,0.2142483
15,left,D3_D5,0.3247929
15,left,D4_D5,0.09063257
15,right,D1_D2,0.1118256
15,right,D1_D3,0.2142143
15,right,D1_D4,0.1699114
15,right,D1_D5,0.2798677
15,right,D2_D3,0.07462275
15,right,D2_D4,0.1313465
15,right,D2_D5,0.2377448
15,right,D3_D4,0.03984573
15,right,D3_D5,0.1787416
15,right,D4_D5,0.09717419
