subject,hand,comparison,distance
27,left,D1_D2,0.03221927
27,left,D1_D3,0.02347857
27,left,D1_D4,0.07550254
27,left,D1_D5,0.01443993
27,left,D2_D3,0.07175241
27,left,D2_D4,0.02221224
27,left,D2_D5,0.05076691
27,left,D3_D4,0.02133895
27,left,D3_D5,0.01368378
27,left,D4_D5,-0.01008084
27,right,D1_D2,-0.00830798
27,right,D1_D3,0.02913857
27,right,D1_D4,0.1238353
27,right,D1_D5,0.03830582
27,right,D2_D3,0.01023801
27,right,D2_D4,0.08541571
27,right,D2_D5,0.05542139
27,right,D3_D4,0.04926151
27,right,D3_D5,0.06173879
27,right,D4_D5,0.01478342
