subject,hand,digit,voxel_count,min,ten_percentile,mean,median,ninety_percentile,max,stddev,vox_x,vox_y,vox_z,mm_x,mm_y,mm_z
27,left,D1,9582,-1.115,-0.4393,-0.02436,-0.05132,0.3943,4.097,0.3628,137,94,127,-47,-32,55
27,left,D1,8978,-1.173,-0.3781,0.1257,0.04849,0.6873,5.634,0.5022,49,115,137,41,-11,65
27,left,D2,9582,-1.148,-0.2288,0.1521,0.1415,0.5355,2.68,0.3336,138,99,126,-48,-27,54
27,left,D2,8978,-2.508,-0.309,0.1411,0.09719,0.6721,2.686,0.4199,35,116,128,55,-10,56
27,left,D3,9582,-1.899,-0.299,0.0475,0.04677,0.386,2.167,0.2831,134,103,139,-44,-23,67
27,left,D3,8978,-1.843,-0.3839,0.0345,-0.004158,0.4878,4.961,0.404,48,115,136,42,-11,64
27,left,D4,9582,-1.592,-0.3567,0.03494,0.004989,0.4329,3.709,0.3577,138,99,126,-48,-27,54
27,left,D4,8978,-1.729,-0.2399,0.2151,0.1543,0.7269,4.455,0.439,45,110,138,45,-16,66
27,left,D5,9582,-1.59,-0.2943,0.006534,0.0168,0.2941,1.665,0.2378,138,99,126,-48,-27,54
27,left,D5,8978,-2.636,-0.5113,-0.1358,-0.1383,0.2543,2.211,0.3368,50,115,137,40,-11,65
27,right,D1,9581,-1.425,-0.244,0.2066,0.1387,0.7167,4.189,0.4474,144,115,126,-54,-11,54
27,right,D1,8976,-7.434,-0.3852,0.05628,0.0,0.5058,5.236,0.4699,49,114,137,41,-12,65
27,right,D2,9581,-0.9019,-0.2696,0.1364,0.08689,0.5507,3.895,0.3958,142,115,129,-52,-11,57
27,right,D2,8976,-6.696,-0.5661,-0.2105,-0.1711,0.1422,4.727,0.3806,34,116,127,56,-10,55
27,right,D3,9581,-0.7535,-0.1364,0.3391,0.2577,0.8955,4.718,0.4688,127,108,140,-37,-18,68
27,right,D3,8976,-3.866,-0.3386,0.03338,0.003982,0.4451,4.323,0.3785,49,114,137,41,-12,65
27,right,D4,9581,-1.264,-0.3228,0.1509,0.09939,0.6728,2.91,0.4271,144,115,126,-54,-11,54
27,right,D4,8976,-4.237,-0.4804,-0.127,-0.1335,0.2196,3.274,0.355,47,124,133,43,-2,61
27,right,D5,9581,-1.61,-0.2799,0.1972,0.1476,0.7048,3.852,0.4416,142,114,130,-52,-12,58
27,right,D5,8976,-6.104,-0.4092,-0.04535,-0.05274,0.3329,5.434,0.3748,47,121,135,43,-5,63
