subject,hand,comparison,volume_a,volume_b,overlap
27,left,D1_D2,373,560,147
27,left,D1_D3,373,183,43
27,left,D1_D4,373,429,146
27,left,D1_D5,373,18,0
27,left,D2_D3,560,183,44
27,left,D2_D4,560,429,153
27,left,D2_D5,560,18,1
27,left,D3_D4,183,429,42
27,left,D3_D5,183,18,0
27,left,D4_D5,429,18,3
27,right,D1_D2,992,575,329
27,right,D1_D3,992,1651,596
27,right,D1_D4,992,838,221
27,right,D1_D5,992,1026,358
27,right,D2_D3,575,1651,426
27,right,D2_D4,575,838,213
27,right,D2_D5,575,1026,291
27,right,D3_D4,1651,838,440
27,right,D3_D5,1651,1026,631
27,right,D4_D5,838,1026,448
