subject,hand,hemisphere,fold,correlation_coefficient
27,left,right,1,0.5695059
27,left,right,2,0.7049577
27,left,right,3,0.5803443
27,left,right,4,0.7803935
27,left,right,5,0.7316728
27,right,left,1,0.653413
27,right,left,2,0.6115467
27,right,left,3,0.5534223
27,right,left,4,-0.3059686
27,right,left,5,0.5293745
