subject,hand,comparison,distance
17,left,D1_D2,0.2313889
17,left,D1_D3,0.2842981
17,left,D1_D4,0.2779399
17,left,D1_D5,0.3058046
17,left,D2_D3,0.09719257
17,left,D2_D4,0.1486692
17,left,D2_D5,0.1814689
17,left,D3_D4,0.1081719
17,left,D3_D5,0.1282139
17,left,D4_D5,0.07713862
17,right,D1_D2,0.09159695
17,right,D1_D3,0.1375039
17,right,D1_D4,0.2002535
17,right,D1_D5,0.1890134
17,right,D2_D3,0.1067632
17,right,D2_D4,0.1695844
17,right,D2_D5,0.2211186
17,right,D3_D4,0.0607352
17,right,D3_D5,0.1040967
17,right,D4_D5,0.05741794
