subject,hand,comparison,distance
17,left,D1_D2,0.142097
17,left,D1_D3,0.1680442
17,left,D1_D4,0.1803876
17,left,D1_D5,0.2218009
17,left,D2_D3,0.05901894
17,left,D2_D4,0.08534107
17,left,D2_D5,0.1036728
17,left,D3_D4,0.05577717
17,left,D3_D5,0.05895039
17,left,D4_D5,0.04220036
17,right,D1_D2,0.1050062
17,right,D1_D3,0.1994549
17,right,D1_D4,0.2498697
17,right,D1_D5,0.2299535
17,right,D2_D3,0.09919824
17,right,D2_D4,0.1893597
17,right,D2_D5,0.2036833
17,right,D3_D4,0.06505717
17,right,D3_D5,0.1015652
17,right,D4_D5,0.04021733
