subject,hand,comparison,volume_a,volume_b,overlap
9,left,D1_D2,1069,1039,406
9,left,D1_D3,1069,1183,354
9,left,D1_D4,1069,1507,365
9,left,D1_D5,1069,1405,411
9,left,D2_D3,1039,1183,656
9,left,D2_D4,1039,1507,775
9,left,D2_D5,1039,1405,700
9,left,D3_D4,1183,1507,815
9,left,D3_D5,1183,1405,711
9,left,D4_D5,1507,1405,939
9,right,D1_D2,1397,1449,803
9,right,D1_D3,1397,1222,552
9,right,D1_D4,1397,1725,486
9,right,D1_D5,1397,2238,657
9,right,D2_D3,1449,1222,773
9,right,D2_D4,1449,1725,693
9,right,D2_D5,1449,2238,825
9,right,D3_D4,1222,1725,817
9,right,D3_D5,1222,2238,948
9,right,D4_D5,1725,2238,1381
