subject,hand,comparison,volume_a,volume_b,overlap
9,left,D1_D2,688,547,131
9,left,D1_D3,688,831,128
9,left,D1_D4,688,848,121
9,left,D1_D5,688,723,177
9,left,D2_D3,547,831,366
9,left,D2_D4,547,848,369
9,left,D2_D5,547,723,325
9,left,D3_D4,831,848,459
9,left,D3_D5,831,723,365
9,left,D4_D5,848,723,397
9,right,D1_D2,572,532,195
9,right,D1_D3,572,410,92
9,right,D1_D4,572,942,37
9,right,D1_D5,572,1062,84
9,right,D2_D3,532,410,148
9,right,D2_D4,532,942,127
9,right,D2_D5,532,1062,121
9,right,D3_D4,410,942,211
9,right,D3_D5,410,1062,194
9,right,D4_D5,942,1062,632
