subject,hand,comparison,distance
11,left,D1_D2,0.1630996
11,left,D1_D3,0.4007258
11,left,D1_D4,0.4537266
11,left,D1_D5,0.3336975
11,left,D2_D3,0.1053133
11,left,D2_D4,0.2359715
11,left,D2_D5,0.2138282
11,left,D3_D4,0.09430678
11,left,D3_D5,0.2304185
11,left,D4_D5,0.07647582
11,right,D1_D2,0.1769162
11,right,D1_D3,0.2515158
11,right,D1_D4,0.3314612
11,right,D1_D5,0.337848
11,right,D2_D3,0.1892687
11,right,D2_D4,0.323474
11,right,D2_D5,0.3006882
11,right,D3_D4,0.1013936
11,right,D3_D5,0.1095403
11,right,D4_D5,0.06345858
