subject,hand,hemisphere,fold,correlation_coefficient
11,left,right,1,0.5567301
11,left,right,2,0.5837768
11,left,right,3,0.7801822
11,left,right,4,0.3100567
11,left,right,5,0.5081936
11,right,left,1,0.3859269
11,right,left,2,0.3515568
11,right,left,3,0.3708476
11,right,left,4,0.4489433
11,right,left,5,0.7715818
