subject,hand,comparison,volume_a,volume_b,overlap
11,left,D1_D2,998,2064,485
11,left,D1_D3,998,2361,358
11,left,D1_D4,998,1702,227
11,left,D1_D5,998,2913,416
11,left,D2_D3,2064,2361,1283
11,left,D2_D4,2064,1702,921
11,left,D2_D5,2064,2913,1393
11,left,D3_D4,2361,1702,1294
11,left,D3_D5,2361,2913,1722
11,left,D4_D5,1702,2913,1442
11,right,D1_D2,606,790,406
11,right,D1_D3,606,659,358
11,right,D1_D4,606,578,293
11,right,D1_D5,606,702,346
11,right,D2_D3,790,659,365
11,right,D2_D4,790,578,297
11,right,D2_D5,790,702,375
11,right,D3_D4,659,578,359
11,right,D3_D5,659,702,467
11,right,D4_D5,578,702,370
